Store_Dept_Date,Weekly_Sales
18_60_2013-05-31,243.2944287482415
18_59_2013-05-31,243.2944287482415
18_16_2013-05-31,21775.562642023542
18_55_2013-05-31,6938.36106928646
18_91_2013-05-31,22066.147201532636
18_95_2013-05-31,56243.90612818349
18_46_2013-05-31,23852.840043016564
18_17_2013-05-31,13470.814948607824
18_20_2013-05-31,5321.6301773439145
18_18_2013-05-31,5226.2271627887985
18_10_2013-05-31,16316.129351412466
18_11_2013-05-31,15360.0160863968
18_42_2013-05-31,6703.9034264646425
18_35_2013-06-07,3411.1522443130443
18_8_2013-06-07,29796.185776641174
18_92_2013-06-07,58248.52847154982
18_5_2013-06-07,19397.336852201144
18_13_2013-06-07,40120.75953597246
18_34_2013-06-07,20567.274314526454
18_87_2013-06-07,19068.148970547336
18_1_2013-06-07,15454.502776536978
18_85_2013-06-07,2278.192265160341
18_94_2013-06-07,7828.831307849275
18_9_2013-06-07,23355.572035990164
18_29_2013-06-07,7160.016387949116
18_38_2013-06-07,63819.84962864051
18_49_2013-06-07,10511.959198454559
18_72_2013-06-07,48034.37959189705
18_3_2013-06-07,11610.651795139316
18_2_2013-06-07,61246.536995085466
18_27_2013-06-07,1984.4678578715307
18_79_2013-06-07,21242.007628971918
18_74_2013-06-07,21060.513709769733
18_7_2013-06-07,25653.472644113197
18_90_2013-06-07,24163.6592778477
18_12_2013-06-07,4243.794362463805
18_44_2013-06-07,5220.378596837514
18_71_2013-06-07,5368.786127819227
18_28_2013-06-07,638.8697137148217
18_25_2013-06-07,14690.662414464143
18_6_2013-06-07,3841.283561230084
18_4_2013-06-07,26391.403727232402
18_82_2013-06-07,14925.281811953395
18_80_2013-06-07,639.5319069984059
18_30_2013-06-07,6249.694934295219
18_58_2013-06-07,2755.5319866730233
18_23_2013-06-07,31735.092767452104
18_41_2013-06-07,1275.6080465801938
18_93_2013-06-07,3867.3394132462067
18_98_2013-06-07,1739.8792975973417
18_11_2013-06-07,20487.467572099686
18_33_2013-06-07,8154.796401888709
18_55_2013-06-07,6938.36106928646
18_24_2013-06-07,8167.5116325489535
18_19_2013-06-07,2272.5906746816213
18_83_2013-06-07,1471.765728463456
18_81_2013-06-07,11284.269647728957
18_31_2013-06-07,3329.8866026967344
18_91_2013-06-07,16954.12316889346
18_21_2013-06-07,5321.6301773439145
18_40_2013-06-07,58410.76749095315
18_36_2013-06-07,1937.4215877756537
18_20_2013-06-07,5321.6301773439145
18_95_2013-06-07,58696.928754608976
18_67_2013-06-07,7139.374868903913
18_56_2013-06-07,4084.456972888979
18_59_2013-06-07,243.2944287482415
18_18_2013-06-07,4270.276305901024
18_16_2013-06-07,21775.562642023542
18_32_2013-06-07,8154.796401888709
18_22_2013-06-07,14078.519322772441
18_42_2013-06-07,6703.9034264646425
18_50_2013-06-07,2016.9083769218432
18_26_2013-06-07,11116.2484879257
18_14_2013-06-07,19084.39662928154
18_54_2013-06-07,50.268897334222714
18_46_2013-06-07,23852.840043016564
18_17_2013-06-07,13729.681341359497
18_60_2013-06-07,243.2944287482415
18_52_2013-06-07,2231.6936934381947
18_97_2013-06-07,7020.270998715627
18_10_2013-06-07,20487.467572099686
18_38_2013-06-14,62368.215167712166
18_34_2013-06-14,20567.274314526454
18_31_2013-06-14,3329.8866026967344
18_7_2013-06-14,25653.472644113197
18_50_2013-06-14,2016.9083769218432
18_5_2013-06-14,19397.336852201144
18_94_2013-06-14,5172.201344862156
18_27_2013-06-14,1984.4678578715307
18_92_2013-06-14,50755.81596299508
18_30_2013-06-14,6249.694934295219
18_33_2013-06-14,8154.796401888709
18_85_2013-06-14,2278.192265160341
18_6_2013-06-14,4081.5944243323675
18_87_2013-06-14,19068.148970547336
18_8_2013-06-14,30042.1667628991
18_32_2013-06-14,8154.796401888709
18_2_2013-06-14,60360.55193863023
18_35_2013-06-14,3411.1522443130443
18_49_2013-06-14,10511.959198454559
18_28_2013-06-14,1302.4050720502803
18_79_2013-06-14,21718.884828434537
18_90_2013-06-14,14419.530815362054
18_44_2013-06-14,5220.378596837514
18_26_2013-06-14,11116.2484879257
18_25_2013-06-14,14690.662414464143
18_24_2013-06-14,8167.5116325489535
18_67_2013-06-14,7427.907706302287
18_4_2013-06-14,26391.403727232402
18_40_2013-06-14,59261.983337265905
18_3_2013-06-14,11565.661126483617
18_1_2013-06-14,15820.146919027096
18_13_2013-06-14,40175.37429543482
18_21_2013-06-14,5321.6301773439145
18_41_2013-06-14,1275.6080465801938
18_74_2013-06-14,21537.390909232352
18_93_2013-06-14,2112.1530673913257
18_19_2013-06-14,2272.5906746816213
18_72_2013-06-14,49573.73462164767
18_71_2013-06-14,5631.579309761091
18_20_2013-06-14,5321.6301773439145
18_9_2013-06-14,18825.176892902622
18_80_2013-06-14,531.3332877427413
18_83_2013-06-14,1405.3144026911154
18_81_2013-06-14,11284.269647728957
18_58_2013-06-14,2755.5319866730233
18_98_2013-06-14,965.6151212165602
18_36_2013-06-14,1937.4215877756537
18_12_2013-06-14,3788.349989743589
18_42_2013-06-14,6703.9034264646425
18_14_2013-06-14,19084.39662928154
18_56_2013-06-14,4084.456972888979
18_55_2013-06-14,6938.36106928646
18_82_2013-06-14,14925.281811953395
18_29_2013-06-14,7160.016387949116
18_60_2013-06-14,243.2944287482415
18_54_2013-06-14,52.53389455644494
18_52_2013-06-14,2231.6936934381947
18_23_2013-06-14,31735.092767452104
18_22_2013-06-14,14078.519322772441
18_11_2013-06-14,16551.687147294608
18_97_2013-06-14,5398.5984373176825
18_95_2013-06-14,56783.42364919603
18_16_2013-06-14,21775.562642023542
18_91_2013-06-14,14595.297438834497
18_10_2013-06-14,17507.800412310276
18_59_2013-06-14,243.2944287482415
18_17_2013-06-14,13817.467166210685
18_46_2013-06-14,23852.840043016564
18_35_2013-06-21,3411.1522443130443
18_6_2013-06-21,3993.1516098106795
18_24_2013-06-21,8167.5116325489535
18_25_2013-06-21,14690.662414464143
18_19_2013-06-21,2272.5906746816213
18_33_2013-06-21,8154.796401888709
18_38_2013-06-21,62765.9815169185
18_5_2013-06-21,19397.336852201144
18_34_2013-06-21,20567.274314526454
18_90_2013-06-21,18116.161836101688
18_49_2013-06-21,10511.959198454559
18_67_2013-06-21,7139.374868903913
18_26_2013-06-21,11116.2484879257
18_20_2013-06-21,5321.6301773439145
18_4_2013-06-21,26391.403727232402
18_2_2013-06-21,61246.536995085466
18_50_2013-06-21,2016.9083769218432
18_92_2013-06-21,47942.67551061413
18_87_2013-06-21,19068.148970547336
18_8_2013-06-21,30394.6133503991
18_74_2013-06-21,21537.390909232352
18_93_2013-06-21,3767.342683752742
18_41_2013-06-21,1275.6080465801938
18_85_2013-06-21,2278.192265160341
18_71_2013-06-21,5368.786127819227
18_55_2013-06-21,6938.36106928646
18_95_2013-06-21,58361.35611414492
18_16_2013-06-21,21775.562642023542
18_3_2013-06-21,11610.651795139316
18_9_2013-06-21,23355.572035990164
18_7_2013-06-21,25653.472644113197
18_13_2013-06-21,41700.830319305795
18_27_2013-06-21,1984.4678578715307
18_79_2013-06-21,21718.884828434537
18_10_2013-06-21,20487.467572099686
18_21_2013-06-21,5321.6301773439145
18_72_2013-06-21,49573.73462164767
18_44_2013-06-21,5220.378596837514
18_56_2013-06-21,4084.456972888979
18_17_2013-06-21,13817.467166210685
18_36_2013-06-21,1937.4215877756537
18_83_2013-06-21,1405.3144026911154
18_81_2013-06-21,11284.269647728957
18_1_2013-06-21,17141.37750666665
18_98_2013-06-21,1290.4472718626191
18_94_2013-06-21,6325.007619277355
18_40_2013-06-21,59261.983337265905
18_22_2013-06-21,14078.519322772441
18_31_2013-06-21,3329.8866026967344
18_12_2013-06-21,3972.49911243282
18_97_2013-06-21,5683.717579870919
18_14_2013-06-21,19084.39662928154
18_23_2013-06-21,31735.092767452104
18_29_2013-06-21,7160.016387949116
18_28_2013-06-21,638.8697137148217
18_82_2013-06-21,14925.281811953395
18_42_2013-06-21,6703.9034264646425
18_59_2013-06-21,243.2944287482415
18_58_2013-06-21,2755.5319866730233
18_91_2013-06-21,14571.079888834498
18_80_2013-06-21,597.1704985145096
18_32_2013-06-21,8154.796401888709
18_30_2013-06-21,6249.694934295219
18_52_2013-06-21,2231.6936934381947
18_18_2013-06-21,4296.904751690726
18_60_2013-06-21,243.2944287482415
18_11_2013-06-21,20487.467572099686
18_46_2013-06-21,23852.840043016564
18_54_2013-06-21,52.53389455644494
18_24_2013-06-28,8167.5116325489535
18_25_2013-06-28,14690.662414464143
18_7_2013-06-28,25653.472644113197
18_27_2013-06-28,1558.6035465059074
18_33_2013-06-28,8154.796401888709
18_72_2013-06-28,45652.82370295226
18_67_2013-06-28,7139.374868903913
18_34_2013-06-28,20567.274314526454
18_71_2013-06-28,5368.786127819227
18_14_2013-06-28,19084.39662928154
18_55_2013-06-28,6938.36106928646
18_2_2013-06-28,60855.845046921924
18_26_2013-06-28,11116.2484879257
18_35_2013-06-28,3411.1522443130443
18_90_2013-06-28,23833.671992133415
18_20_2013-06-28,5321.6301773439145
18_19_2013-06-28,2272.5906746816213
18_87_2013-06-28,18961.363069351482
18_8_2013-06-28,29796.185776641174
18_49_2013-06-28,10511.959198454559
18_9_2013-06-28,22534.150671379615
18_1_2013-06-28,13315.577692273859
18_46_2013-06-28,23852.840043016564
18_56_2013-06-28,2421.952216767122
18_41_2013-06-28,1275.6080465801938
18_16_2013-06-28,21775.562642023542
18_85_2013-06-28,2888.0378552794346
18_32_2013-06-28,8154.796401888709
18_95_2013-06-28,59423.3967848126
18_52_2013-06-28,2231.6936934381947
18_50_2013-06-28,2016.9083769218432
18_38_2013-06-28,62336.27724368397
18_13_2013-06-28,42217.71195949821
18_12_2013-06-28,4046.1799640200456
18_94_2013-06-28,7828.831307849275
18_92_2013-06-28,61464.08665474922
18_42_2013-06-28,6703.9034264646425
18_17_2013-06-28,13729.681341359497
18_36_2013-06-28,2340.948937893816
18_44_2013-06-28,5220.378596837514
18_6_2013-06-28,3748.703311580536
18_10_2013-06-28,20636.219888254076
18_21_2013-06-28,5321.6301773439145
18_30_2013-06-28,6249.694934295219
18_11_2013-06-28,20636.219888254076
18_28_2013-06-28,529.1220669904551
18_31_2013-06-28,3329.8866026967344
18_22_2013-06-28,14078.519322772441
18_79_2013-06-28,21508.921329841738
18_74_2013-06-28,22323.58349792561
18_97_2013-06-28,7595.964773695721
18_5_2013-06-28,19397.336852201144
18_58_2013-06-28,2722.394699840134
18_91_2013-06-28,18485.565686425016
18_40_2013-06-28,56801.35927399888
18_3_2013-06-28,16980.535383130686
18_4_2013-06-28,26391.403727232402
18_59_2013-06-28,243.2944287482415
18_80_2013-06-28,639.5319069984059
18_29_2013-06-28,7160.016387949116
18_60_2013-06-28,243.2944287482415
18_83_2013-06-28,1471.765728463456
18_54_2013-06-28,42.558365555715234
18_81_2013-06-28,11284.269647728957
18_98_2013-06-28,2013.2515161319075
18_18_2013-06-28,1304.9818024713788
18_93_2013-06-28,4226.602294825154
18_23_2013-06-28,31735.092767452104
18_82_2013-06-28,14925.281811953395
18_25_2013-07-05,14690.662414464143
18_10_2013-07-05,19892.754450956643
18_26_2013-07-05,11116.2484879257
18_24_2013-07-05,8167.5116325489535
18_49_2013-07-05,10511.959198454559
18_92_2013-07-05,49290.631533341395
18_1_2013-07-05,14287.68153776258
18_11_2013-07-05,19892.754450956643
18_9_2013-07-05,22074.6392244219
18_67_2013-07-05,7252.018872968953
18_27_2013-07-05,1558.6035465059074
18_71_2013-07-05,7370.734287262227
18_38_2013-07-05,63235.951562120674
18_74_2013-07-05,22295.572454774832
18_28_2013-07-05,529.1220669904551
18_2_2013-07-05,59157.23302777777
18_72_2013-07-05,48034.37959189705
18_55_2013-07-05,6938.36106928646
18_19_2013-07-05,2272.5906746816213
18_3_2013-07-05,23613.66972161352
18_94_2013-07-05,5409.851359116374
18_87_2013-07-05,19068.148970547336
18_40_2013-07-05,59261.983337265905
18_85_2013-07-05,2278.192265160341
18_13_2013-07-05,40628.214242831535
18_56_2013-07-05,2270.687409647241
18_16_2013-07-05,21775.562642023542
18_12_2013-07-05,4313.815533700657
18_29_2013-07-05,7160.016387949116
18_8_2013-07-05,33182.21094203589
18_50_2013-07-05,2016.9083769218432
18_20_2013-07-05,5450.542108634205
18_81_2013-07-05,11514.083032842227
18_34_2013-07-05,20567.274314526454
18_95_2013-07-05,58480.90430595778
18_79_2013-07-05,21985.798529304357
18_93_2013-07-05,2739.2204539715494
18_21_2013-07-05,5450.542108634205
18_35_2013-07-05,3411.1522443130443
18_17_2013-07-05,13817.467166210685
18_7_2013-07-05,32717.1196978972
18_41_2013-07-05,1185.845272489834
18_14_2013-07-05,19084.39662928154
18_52_2013-07-05,2231.6936934381947
18_97_2013-07-05,5714.680161979064
18_82_2013-07-05,14644.342533496238
18_90_2013-07-05,17255.015931572074
18_36_2013-07-05,3015.0925015918074
18_91_2013-07-05,12916.433428834498
18_30_2013-07-05,6249.694934295219
18_44_2013-07-05,5220.378596837514
18_42_2013-07-05,6703.9034264646425
18_6_2013-07-05,4531.94550312281
18_80_2013-07-05,535.7239233517895
18_83_2013-07-05,1405.3144026911154
18_5_2013-07-05,21823.518826685402
18_46_2013-07-05,23852.840043016564
18_4_2013-07-05,28104.789004668302
18_98_2013-07-05,1486.720258529053
18_22_2013-07-05,14248.882159994877
18_59_2013-07-05,909.1993743217105
18_33_2013-07-05,9322.49626504072
18_31_2013-07-05,3329.8866026967344
18_58_2013-07-05,2439.478266306017
18_23_2013-07-05,31735.092767452104
18_32_2013-07-05,9881.562792420818
18_18_2013-07-05,1076.2241175186123
18_60_2013-07-05,310.2888855261922
18_54_2013-07-05,75.54016412022278
18_10_2013-07-12,22164.958863114407
18_46_2013-07-12,23852.840043016564
18_34_2013-07-12,20567.274314526454
18_49_2013-07-12,10511.959198454559
18_71_2013-07-12,5368.786127819227
18_67_2013-07-12,7139.374868903913
18_1_2013-07-12,14408.89548647588
18_35_2013-07-12,3411.1522443130443
18_72_2013-07-12,48034.37959189705
18_11_2013-07-12,22164.958863114407
18_27_2013-07-12,1558.6035465059074
18_2_2013-07-12,61990.178402777776
18_50_2013-07-12,2016.9083769218432
18_38_2013-07-12,62891.66917701729
18_74_2013-07-12,22800.460697388233
18_87_2013-07-12,19396.191258590814
18_26_2013-07-12,11116.2484879257
18_92_2013-07-12,59293.85059975495
18_85_2013-07-12,2278.192265160341
18_28_2013-07-12,529.1220669904551
18_52_2013-07-12,2231.6936934381947
18_20_2013-07-12,5321.6301773439145
18_79_2013-07-12,21985.798529304357
18_12_2013-07-12,4397.060816696609
18_3_2013-07-12,16980.535383130686
18_40_2013-07-12,58410.76749095315
18_80_2013-07-12,639.5319069984059
18_19_2013-07-12,2272.5906746816213
18_36_2013-07-12,2502.1526337451446
18_55_2013-07-12,6938.36106928646
18_7_2013-07-12,25653.472644113197
18_93_2013-07-12,3867.3394132462067
18_56_2013-07-12,2270.687409647241
18_91_2013-07-12,16954.12316889346
18_30_2013-07-12,6249.694934295219
18_6_2013-07-12,3841.283561230084
18_29_2013-07-12,7160.016387949116
18_94_2013-07-12,7828.831307849275
18_25_2013-07-12,14690.662414464143
18_81_2013-07-12,11284.269647728957
18_97_2013-07-12,7686.419201580336
18_9_2013-07-12,24062.88964623995
18_90_2013-07-12,23833.671992133415
18_8_2013-07-12,29796.185776641174
18_33_2013-07-12,8154.796401888709
18_13_2013-07-12,42217.71195949821
18_41_2013-07-12,1230.333334346973
18_98_2013-07-12,1918.9974359121272
18_44_2013-07-12,5220.378596837514
18_5_2013-07-12,19397.336852201144
18_14_2013-07-12,19084.39662928154
18_4_2013-07-12,26391.403727232402
18_31_2013-07-12,3329.8866026967344
18_21_2013-07-12,5321.6301773439145
18_22_2013-07-12,14078.519322772441
18_58_2013-07-12,2571.129892720253
18_32_2013-07-12,8154.796401888709
18_24_2013-07-12,8167.5116325489535
18_23_2013-07-12,31735.092767452104
18_59_2013-07-12,243.2944287482415
18_16_2013-07-12,21775.562642023542
18_82_2013-07-12,14925.281811953395
18_42_2013-07-12,6703.9034264646425
18_95_2013-07-12,59942.53025022302
18_83_2013-07-12,1471.765728463456
18_60_2013-07-12,243.2944287482415
18_17_2013-07-12,13729.681341359497
18_10_2013-07-19,20636.219888254076
18_49_2013-07-19,10511.959198454559
18_11_2013-07-19,20636.219888254076
18_52_2013-07-19,2231.6936934381947
18_50_2013-07-19,2016.9083769218432
18_90_2013-07-19,24827.19256439741
18_1_2013-07-19,13547.458159649124
18_91_2013-07-19,17473.812829553084
18_97_2013-07-19,7595.964773695721
18_2_2013-07-19,61476.15921358859
18_92_2013-07-19,61464.08665474922
18_7_2013-07-19,25653.472644113197
18_36_2013-07-19,2641.4364390725586
18_40_2013-07-19,58410.76749095315
18_41_2013-07-19,1230.333334346973
18_3_2013-07-19,16980.535383130686
18_74_2013-07-19,21818.69525531221
18_87_2013-07-19,18633.320781308004
18_72_2013-07-19,45652.82370295226
18_9_2013-07-19,22534.150671379615
18_8_2013-07-19,29796.185776641174
18_30_2013-07-19,6249.694934295219
18_31_2013-07-19,3329.8866026967344
18_21_2013-07-19,5321.6301773439145
18_93_2013-07-19,4425.809382325154
18_27_2013-07-19,1558.6035465059074
18_38_2013-07-19,63441.36433892206
18_19_2013-07-19,2272.5906746816213
18_46_2013-07-19,23852.840043016564
18_12_2013-07-19,4097.8491640200455
18_33_2013-07-19,8154.796401888709
18_58_2013-07-19,2619.890722061782
18_98_2013-07-19,1884.3633362686335
18_35_2013-07-19,3411.1522443130443
18_79_2013-07-19,21508.921329841738
18_28_2013-07-19,529.1220669904551
18_85_2013-07-19,2278.192265160341
18_80_2013-07-19,606.1355675587508
18_71_2013-07-19,5368.786127819227
18_34_2013-07-19,20567.274314526454
18_42_2013-07-19,6703.9034264646425
18_56_2013-07-19,2382.970341843669
18_4_2013-07-19,26391.403727232402
18_81_2013-07-19,11284.269647728957
18_29_2013-07-19,7160.016387949116
18_22_2013-07-19,14078.519322772441
18_94_2013-07-19,7688.508831658798
18_13_2013-07-19,42584.38465116487
18_67_2013-07-19,6891.634336136054
18_24_2013-07-19,8167.5116325489535
18_54_2013-07-19,50.268897334222714
18_55_2013-07-19,6938.36106928646
18_82_2013-07-19,14925.281811953395
18_32_2013-07-19,8154.796401888709
18_14_2013-07-19,19084.39662928154
18_5_2013-07-19,19397.336852201144
18_6_2013-07-19,3748.703311580536
18_20_2013-07-19,5321.6301773439145
18_25_2013-07-19,14690.662414464143
18_44_2013-07-19,5220.378596837514
18_17_2013-07-19,13729.681341359497
18_26_2013-07-19,11116.2484879257
18_59_2013-07-19,243.2944287482415
18_23_2013-07-19,31735.092767452104
18_95_2013-07-19,62300.256220710035
18_83_2013-07-19,1471.765728463456
18_16_2013-07-19,21775.562642023542
18_60_2013-07-19,243.2944287482415
18_92_2013-07-26,60173.22426080983
18_30_2013-07-26,6249.694934295219
18_79_2013-07-26,21285.06428536522
18_74_2013-07-26,22099.726453449097
18_36_2013-07-26,2471.915676005153
18_21_2013-07-26,5321.6301773439145
18_93_2013-07-26,4425.809382325154
18_38_2013-07-26,59389.41109844588
18_31_2013-07-26,3329.8866026967344
18_27_2013-07-26,1558.6035465059074
18_40_2013-07-26,56357.07851945343
18_85_2013-07-26,2888.0378552794346
18_28_2013-07-26,529.1220669904551
18_33_2013-07-26,8154.796401888709
18_91_2013-07-26,20889.089344085347
18_80_2013-07-26,606.1355675587508
18_87_2013-07-26,18961.363069351482
18_22_2013-07-26,14078.519322772441
18_42_2013-07-26,6703.9034264646425
18_90_2013-07-26,23980.482445869435
18_4_2013-07-26,33948.52452925315
18_12_2013-07-26,3921.8716482542804
18_97_2013-07-26,7132.95575369572
18_41_2013-07-26,1275.6080465801938
18_94_2013-07-26,8258.652557148995
18_25_2013-07-26,14690.662414464143
18_24_2013-07-26,8167.5116325489535
18_11_2013-07-26,20636.219888254076
18_49_2013-07-26,10511.959198454559
18_5_2013-07-26,27696.005814075965
18_32_2013-07-26,8154.796401888709
18_83_2013-07-26,1471.765728463456
18_82_2013-07-26,14925.281811953395
18_81_2013-07-26,11284.269647728957
18_29_2013-07-26,7160.016387949116
18_3_2013-07-26,16980.535383130686
18_2_2013-07-26,59266.822546921925
18_1_2013-07-26,13200.15881727386
18_35_2013-07-26,3411.1522443130443
18_34_2013-07-26,20567.274314526454
18_8_2013-07-26,33288.90941244364
18_7_2013-07-26,29401.38510774956
18_6_2013-07-26,6455.55545465413
18_23_2013-07-26,31735.092767452104
18_60_2013-07-26,243.2944287482415
18_59_2013-07-26,243.2944287482415
18_58_2013-07-26,2534.0338892722275
18_20_2013-07-26,5321.6301773439145
18_19_2013-07-26,2272.5906746816213
18_56_2013-07-26,4005.84332542064
18_55_2013-07-26,6938.36106928646
18_26_2013-07-26,11116.2484879257
18_72_2013-07-26,46316.30641723797
18_71_2013-07-26,5368.786127819227
18_67_2013-07-26,7139.374868903913
18_17_2013-07-26,13729.681341359497
18_16_2013-07-26,21775.562642023542
18_14_2013-07-26,19084.39662928154
18_44_2013-07-26,5220.378596837514
18_95_2013-07-26,60035.952504073925
18_13_2013-07-26,42987.741334498205
18_98_2013-07-26,1981.336207747155
18_52_2013-07-26,2231.6936934381947
18_50_2013-07-26,2016.9083769218432
18_46_2013-07-26,23852.840043016564
18_10_2013-07-26,20636.219888254076
18_9_2013-07-26,22534.150671379615
19_1_2012-11-02,33237.580848364916
19_40_2012-11-02,56508.611400975424
19_80_2012-11-02,24089.20838559764
19_39_2012-11-02,7.268467732267732
19_38_2012-11-02,75711.33609381705
19_37_2012-11-02,3076.8885032221233
19_72_2012-11-02,66782.90488615907
19_36_2012-11-02,2280.3275529872453
19_35_2012-11-02,3827.116649360631
19_34_2012-11-02,20188.363269536763
19_60_2012-11-02,373.9845618969553
19_33_2012-11-02,8154.796401888709
19_32_2012-11-02,8154.796401888709
19_31_2012-11-02,3329.8866026967344
19_56_2012-11-02,7002.095013926897
19_93_2012-11-02,36806.93345185917
19_55_2012-11-02,18225.566807406867
19_30_2012-11-02,6249.694934295219
19_18_2012-11-02,12472.16202395267
19_28_2012-11-02,1048.7540831680224
19_98_2012-11-02,11809.757216941392
19_97_2012-11-02,18436.008873814266
19_14_2012-11-02,20413.863160745947
19_25_2012-11-02,14690.662414464143
19_95_2012-11-02,91183.269505974
19_94_2012-11-02,36952.348454930645
19_11_2012-11-02,19953.47313593515
19_22_2012-11-02,14690.19405906677
19_42_2012-11-02,7832.434754607605
19_92_2012-11-02,99781.778
19_91_2012-11-02,55448.54820027654
19_8_2012-11-02,43605.78619713501
19_52_2012-11-02,2424.7119449802544
19_87_2012-11-02,17135.488489356365
19_85_2012-11-02,3979.142284562159
19_5_2012-11-02,35992.71408233688
19_46_2012-11-02,20504.59524106707
19_82_2012-11-02,21293.770080891834
19_81_2012-11-02,22668.96717461659
19_2_2012-11-02,46462.94939094733
19_41_2012-11-02,2457.2939783630127
19_44_2012-11-02,6921.2901309240715
19_99_2012-11-02,144.71977101628505
19_10_2012-11-02,30703.252121647325
19_79_2012-11-02,21499.525972764182
19_74_2012-11-02,20729.232728751198
19_96_2012-11-02,13269.887290818831
19_17_2012-11-02,12984.150840089678
19_71_2012-11-02,6370.8225401494365
19_67_2012-11-02,13987.679809529809
19_29_2012-11-02,7160.016387949116
19_13_2012-11-02,33191.58336917237
19_59_2012-11-02,1532.9878591390657
19_58_2012-11-02,3052.2495142362995
19_26_2012-11-02,11116.2484879257
19_54_2012-11-02,54.75265913200394
19_7_2012-11-02,37836.43622185149
19_9_2012-11-02,30703.252121647325
19_23_2012-11-02,31735.092767452104
19_83_2012-11-02,4248.74146866051
19_4_2012-11-02,36870.51170354521
19_16_2012-11-02,21253.891111240093
19_6_2012-11-02,4779.700374446545
19_20_2012-11-02,7614.246105483365
19_21_2012-11-02,7614.246105483365
19_12_2012-11-02,6273.836131325409
19_3_2012-11-02,14143.918606605734
19_27_2012-11-02,2616.489715929044
19_24_2012-11-02,8167.5116325489535
19_90_2012-11-02,69630.99787353039
19_49_2012-11-02,8134.785631726753
19_50_2012-11-02,2016.9083769218432
19_81_2012-11-09,22668.96717461659
19_80_2012-11-09,24089.20838559764
19_56_2012-11-09,5940.175011446979
19_31_2012-11-09,3329.8866026967344
19_22_2012-11-09,14690.19405906677
19_1_2012-11-09,34532.628428959746
19_40_2012-11-09,56865.355413687284
19_41_2012-11-09,2319.1030601385137
19_74_2012-11-09,20729.232728751198
19_60_2012-11-09,454.21594340768945
19_95_2012-11-09,91135.96701631883
19_94_2012-11-09,37355.65100958652
19_67_2012-11-09,13969.243112328832
19_82_2012-11-09,21293.770080891834
19_72_2012-11-09,71252.91641733822
19_37_2012-11-09,3076.8885032221233
19_58_2012-11-09,3176.6584094113473
19_79_2012-11-09,21464.009535232733
19_35_2012-11-09,3650.173408359383
19_34_2012-11-09,17214.655713450455
19_6_2012-11-09,4266.555614077552
19_71_2012-11-09,6009.2221323287595
19_32_2012-11-09,8154.796401888709
19_2_2012-11-09,47064.94637420635
19_12_2012-11-09,5336.983756709958
19_23_2012-11-09,31735.092767452104
19_30_2012-11-09,6249.694934295219
19_38_2012-11-09,74642.5804297774
19_28_2012-11-09,1048.7540831680224
19_11_2012-11-09,19953.47313593515
19_27_2012-11-09,2385.8166991434277
19_26_2012-11-09,11116.2484879257
19_25_2012-11-09,14690.662414464143
19_7_2012-11-09,38044.67370028699
19_59_2012-11-09,439.68096381585275
19_96_2012-11-09,11674.436846409504
19_13_2012-11-09,31466.418678897848
19_42_2012-11-09,7832.434754607605
19_3_2012-11-09,13616.727186817214
19_21_2012-11-09,7614.246105483365
19_29_2012-11-09,7160.016387949116
19_52_2012-11-09,2424.7119449802544
19_9_2012-11-09,26163.158757806792
19_90_2012-11-09,70232.93013668827
19_87_2012-11-09,17009.09003939618
19_46_2012-11-09,20436.855224938037
19_16_2012-11-09,9875.961237046846
19_24_2012-11-09,8167.5116325489535
19_49_2012-11-09,8134.785631726753
19_83_2012-11-09,4989.643100153374
19_44_2012-11-09,6921.2901309240715
19_4_2012-11-09,35613.35354405155
19_18_2012-11-09,12472.16202395267
19_39_2012-11-09,7.268467732267732
19_55_2012-11-09,13132.713054996819
19_5_2012-11-09,34735.55592284321
19_14_2012-11-09,20300.979874506564
19_36_2012-11-09,2280.3275529872453
19_17_2012-11-09,12984.150840089678
19_10_2012-11-09,27448.188960501215
19_20_2012-11-09,7614.246105483365
19_19_2012-11-09,264.39166287180285
19_33_2012-11-09,8154.796401888709
19_92_2012-11-09,100000.0
19_98_2012-11-09,12580.924543054658
19_8_2012-11-09,43605.78619713501
19_91_2012-11-09,55100.963461932224
19_85_2012-11-09,6379.968312348313
19_99_2012-11-09,726.2798313492065
19_97_2012-11-09,18519.747572411445
19_54_2012-11-09,52.48766190978171
19_93_2012-11-09,36806.93345185917
19_50_2012-11-09,2016.9083769218432
19_40_2012-11-16,56004.57222461291
19_80_2012-11-16,24089.20838559764
19_22_2012-11-16,14690.19405906677
19_74_2012-11-16,20729.232728751198
19_81_2012-11-16,22668.96717461659
19_94_2012-11-16,38529.28983996322
19_72_2012-11-16,71957.07600238096
19_60_2012-11-16,384.26845104297945
19_30_2012-11-16,6249.694934295219
19_41_2012-11-16,2319.1030601385137
19_31_2012-11-16,3329.8866026967344
19_82_2012-11-16,21293.770080891834
19_67_2012-11-16,14941.191767897204
19_34_2012-11-16,19411.75514416462
19_1_2012-11-16,29042.05782050029
19_79_2012-11-16,21464.009535232733
19_32_2012-11-16,8154.796401888709
19_2_2012-11-16,48651.258983658015
19_23_2012-11-16,31735.092767452104
19_56_2012-11-16,6612.253261017277
19_11_2012-11-16,20518.850530589298
19_39_2012-11-16,7.268467732267732
19_37_2012-11-16,3076.8885032221233
19_95_2012-11-16,89877.37137167618
